"","Recent.Diversity","Early.Diversity","Percent.Change","Lower.CI","Upper.CI","SE.Percent.Change","SE.Percent.Change.delta","SE.Diff","Log.Change","SE.Log.Change","Effective.N","Hedges.g.recalc","Hedges.g.SE.recalc","Hedges.g.CI.lower.recalc","Hedges.g.CI.upper.recalc","SD.Percent.Change","CV.Percent.Change","pvalue","pvalue_signed","pvalue_color","Percent.Change.truncated","n0","n1","totalbp","pvalueconservative","HedgesG","HedgesG.err","Gen.interval","N.Loci","Early.Sample.N","Recent.Sample.N","Binomen.rotl","PaperID","Z.Year.Midpoint","Z.Gen.interval","Interval","Marker.Type","observation","Kingdom","Order","Family","M.Gen.interval","M.Year.Midpoint"
"11",0.148,0.148,0,-17.3020831639298,17.3020831639298,8.82759345098457,8.82759345098457,0.0130648383074572,0,0.0882759345098457,13.3333333333333,0,0.387298334620742,-0.759104735856654,0.759104735856654,20.343516312409,Inf,1,NA,0,0,15,12,203,1,0,0.15,4.166666667,NA,15,12,"Bubo blakistoni","Kohyama et al. - 2015 - Spatial and temporal variation at major histocompa.pdf",0.044750432,-0.035765549,30,"Nucleotide",2146,"Animalia","Strigiformes","Strigidae",2.166666667,-8
"12",0.151,0.149,1.34228187919463,-24.7020269473273,27.3865907057166,13.2879126665928,13.3773905539531,0.0197989898732233,0.0133335308694652,0.132002065731061,7.875,0.0473319292086027,0.504022086523334,-0.940551360377132,1.03521521879434,26.8120595375009,1997.49843554382,0.852195307059863,0.852195307059863,0,1.34228187919463,7,9,203,0.854868098535666,0.047331929,0.254038264,4.166666667,NA,7,9,"Bubo blakistoni","Kohyama et al. - 2015 - Spatial and temporal variation at major histocompa.pdf",0.044750432,-0.035765549,30,"Nucleotide",2147,"Animalia","Strigiformes","Strigidae",2.166666667,-8
"13",0.149,0.152,-1.97368421052632,-27.5039606259985,23.5565922049459,13.0256512323838,12.8977491834254,0.0197989898732233,-0.0199342149008173,0.13157435408595,6.54545454545455,-0.0516988827609487,0.552825741468387,-1.13523733603899,1.03183957051709,36.7267932267469,1860.82419015517,0.865668656348308,-0.865668656348308,0,-1.97368421052632,4,18,203,0.867367883443928,-0.051698883,0.3056163,4.166666667,NA,4,18,"Bubo blakistoni","Kohyama et al. - 2015 - Spatial and temporal variation at major histocompa.pdf",0.044750432,-0.035765549,30,"Nucleotide",2148,"Animalia","Strigiformes","Strigidae",2.166666667,-8
"14",0.2945,0.2972,-0.908479138627199,NA,NA,NA,NA,NA,-0.00912630975196277,NA,12,NA,NA,NA,NA,NA,NA,0,0,-1,-0.908479138627199,12,12,10555,0,-0.017761404,0.000189491,5,10555,12,12,"Ambystoma opacum","Nunziata et al. - 2017 - Genomic data detect corresponding signatures of po.pdf",0.064088609,-0.03453994,20,"SNPs",2759,"Animalia","Caudata","Ambystomatidae",3,2.5
"15",0.2676,0.2633,1.63311811621725,NA,NA,NA,NA,NA,0.0161992617518097,NA,24,NA,NA,NA,NA,NA,NA,0,0,1,1.63311811621725,24,24,23132,0,0.027022647,8.65e-05,5.744680851,23132,24,24,"Ambystoma talpoideum","Nunziata et al. - 2017 - Genomic data detect corresponding signatures of po.pdf",0.053959088,-0.033444715,27,"SNPs",2761,"Animalia","Caudata","Ambystomatidae",3.744680851,-3
"16",0.306,0.393,-22.1374045801527,-44.8367173683129,0.561908208007534,11.5812820347756,9.53338962699241,0.0455144383966682,-0.25022450991688,0.122438631483922,31.2,-0.529740138704548,0.257412538513092,-1.03426871419021,-0.025211563218887,41.2897050630365,186.515564250268,0.550591931202539,-0.550591931202539,0,-22.1374045801527,26,39,3,0.552730964406065,-0.406119245,0.68041107,5,3,26,39,"Pinctada margaritifera","Arnaud-Haond et al. - 2004 - Spatio-temporal variation in the genetic compositi.pdf",0.040146104,-0.03453994,20,"AFLP",5,"Animalia","Ostreida","Margaritidae",3,-10.5
"17",0.366,0.373,-1.87667560321716,-28.7339326872774,24.9805814808431,13.702682185745,13.5848385156762,0.051111004552829,-0.0189450862424493,0.138446578315498,33.7352941176471,-0.0329384759125844,0.2435016818559,-0.510201772350149,0.44432482052498,56.3252732790845,3001.33241901407,0.968096322570361,-0.968096322570361,0,-1.87667560321716,37,31,3,0.968217064939936,-0.026666364,0.666725925,5,3,37,31,"Pinctada margaritifera","Arnaud-Haond et al. - 2004 - Spatio-temporal variation in the genetic compositi.pdf",0.040146104,-0.03453994,20,"AFLP",7,"Animalia","Ostreida","Margaritidae",3,-10.5
"18",0.613,0.694,-11.671469740634,-15.4096793695951,-7.93326011167289,1.90724981069444,1.83406005528165,0.0132363136862194,-0.124107024570593,0.0207640730565329,17.1428571428571,-1.91484459637312,0.411153368932637,-2.72070519948109,-1.10898399326515,5.95567086522587,51.0275997588489,9.53714248332904e-05,-9.53714248332904e-05,0,-11.671469740634,15,20,6,0.000443884734880662,-1.868063594,0.4787359,6.363636364,6,15,20,"Lutra lutra","Arrendal et al. - 2004 - Genetic evaluation of an otter translocation progr.pdf",0.031858314,-0.032534398,21,"Microsatellite",9,"Animalia","Carnivora","Mustelidae",4.363636364,-15
"19",0.8175,0.8125,0.615384615384616,0.423850279452715,0.806918951316517,0.0977215999652556,0.098134092360646,0.000793987999717702,0.00613498856751593,0.000975338838446788,158.059171597633,0.610331696940597,0.114910972683106,0.38510619048171,0.835557203399484,1.00602667251985,163.479334284475,0.273710245637821,0.273710245637821,0,0.615384615384616,212,126,9,0.274494259085795,0.569463653,0.520268053,2.947368421,9,212,126,"Alosa sapidissima","Aunins et al. - 2014 - Genetic Evaluation of Supplementation-Assisted Ame.pdf",0.058563416,-0.037558808,14,"Microsatellite",13,"Animalia","Clupeiformes","Clupeidae",0.947368421,-0.5
"20",0.4322,0.4002,7.99600199900049,-19.2156399815505,35.2076439795515,13.8834908064036,14.7856405839516,0.0555617302072271,0.0769240219231526,0.136909147656118,32.5233644859813,0.139981711436478,0.248164900280461,-0.346421493113226,0.626384915986182,56.7127755944866,709.264149778548,0.269599182152022,0.269599182152022,0,7.99600199900049,20,87,16,0.272122774277487,0.138328328,0.12529898,3.333333333,16,20,87,"Peromyscus polionotus","Austin et al. - 2015 - Conspicuous genetic structure belies recent disper.pdf",0.078822458,-0.036991158,2,"Microsatellite",16,"Animalia","Rodentia","Cricetidae",1.333333333,10.5
"21",0.5093,0.4849,5.03196535368117,-6.77053726286396,16.8344679702263,6.02168500844139,6.29969811625783,0.0291991506059323,0.0490945497792522,0.0599788654343888,54.1556886227545,0.213352673179524,0.192527523270792,-0.164001272431227,0.590706618790276,23.4778313355381,466.573787483707,0.158358865966267,0.158358865966267,0,5.03196535368117,34,133,16,0.160241378068978,0.17701723,0.125489611,3.333333333,16,34,133,"Peromyscus polionotus","Austin et al. - 2015 - Conspicuous genetic structure belies recent disper.pdf",0.078822458,-0.036991158,2,"Microsatellite",17,"Animalia","Rodentia","Cricetidae",1.333333333,10.5
"22",0.411,0.4398,-6.54843110504776,-22.4460233754003,9.34916116530474,8.11101646446556,7.79733463781695,0.0356722504107195,-0.0677268636244263,0.0834371721097784,85.4237288135593,-0.123269858107437,0.153152288376848,-0.423448343326059,0.176908627111185,52.8947331539621,807.746654205295,0.780388513664066,-0.780388513664066,0,-6.54843110504776,72,105,5,0.780717710584473,-0.111699041,0.400623834,1.714285714,5,72,105,"Salvelinus namaycush","Baillie-2016-Loss of genetic diversity and red.pdf",0.064088609,-0.039372341,12,"Microsatellite",27,"Animalia","Salmoniformes","Salmonidae",-0.285714286,2.5
"23",0.416,0.4644,-10.4220499569337,-29.3798202493831,8.53572033551575,9.67233178186195,9.21762603596821,0.0449183087949669,-0.110060989562473,0.102900613728453,55.7142857142857,-0.202745191253075,0.189949843633621,-0.575046884774971,0.169556502268822,51.0533867405131,489.859355419303,0.646216645343401,-0.646216645343401,0,-10.4220499569337,60,52,5,0.647122404977709,-0.184390094,0.401699985,1.714285714,5,60,52,"Salvelinus namaycush","Baillie-2016-Loss of genetic diversity and red.pdf",0.064088609,-0.039372341,12,"Microsatellite",28,"Animalia","Salmoniformes","Salmonidae",-0.285714286,2.5
"24",0.4212,0.402,4.77611940298507,-8.91889041593288,18.471129221903,6.9872499076112,7.18985184664469,0.028088744628597,0.0466556916407994,0.068621093123247,137.567375886525,0.0828256305427478,0.120625428252506,-0.153600208832163,0.319251469917659,57.5101543098686,1204.11885586288,0.851910939924855,0.851910939924855,0,4.77611940298507,119,163,5,0.852046125927082,0.074724424,0.400279187,1.714285714,5,119,163,"Salvelinus namaycush","Baillie-2016-Loss of genetic diversity and red.pdf",0.064088609,-0.039372341,12,"Microsatellite",29,"Animalia","Salmoniformes","Salmonidae",-0.285714286,2.5
"25",0.4648,0.4552,2.10896309314587,-29.2883211047226,33.5062472910143,16.0190225499329,16.0733265982737,0.0729185906472945,0.0208703227255804,0.157413473914247,25.3506493506494,0.04028758659738,0.280898526457559,-0.510273525259435,0.590848698454195,51.8224868914703,2457.24958677055,0.930410566695121,0.930410566695121,0,2.10896309314587,61,16,5,0.930643309931884,0.034936646,0.400061028,1.714285714,5,61,16,"Salvelinus namaycush","Baillie-2016-Loss of genetic diversity and red.pdf",0.064088609,-0.039372341,12,"Microsatellite",30,"Animalia","Salmoniformes","Salmonidae",-0.285714286,2.5
"26",0.3472,0.4342,-20.0368493781667,-64.4289784216365,24.355279665303,22.6490454303417,22.4947608705948,0.0983421552585437,-0.223604274657996,0.281314088998049,9.30555555555556,-0.537238457693821,0.465757141143504,-1.45012245433509,0.375645538947448,36.8949748496032,184.135610111468,0.307289196387611,-0.307289196387611,0,-20.0368493781667,67,5,5,0.31080468216599,-0.417258041,0.408705214,1.714285714,5,67,5,"Salvelinus namaycush","Baillie-2016-Loss of genetic diversity and red.pdf",0.064088609,-0.039372341,12,"Microsatellite",31,"Animalia","Salmoniformes","Salmonidae",-0.285714286,2.5
"27",0.3992,0.4396,-9.1901728844404,-34.3695317527702,15.9891859838894,12.8466116675152,12.5875090635586,0.0564737048903967,-0.0964026780921573,0.138613952513536,40.8648648648649,-0.160722896618869,0.221490764196208,-0.594844794443437,0.2733990012057,56.785887846658,617.897928153239,0.718579050739372,-0.718579050739372,0,-9.1901728844404,84,27,5,0.719276408891524,-0.144519725,0.401044298,1.714285714,5,84,27,"Salvelinus namaycush","Baillie-2016-Loss of genetic diversity and red.pdf",0.064088609,-0.039372341,12,"Microsatellite",32,"Animalia","Salmoniformes","Salmonidae",-0.285714286,2.5
"28",0.4062,0.4336,-6.31918819188191,-32.2063757643561,19.5679993805922,13.2077487614664,13.1135921257199,0.0572687986297183,-0.0652768009791521,0.139981623478881,22.4788732394366,-0.170523186495118,0.298625529438037,-0.755829224193671,0.414782851203435,36.6533825803446,580.03309076049,0.726537597293716,-0.726537597293716,0,-6.31918819188191,57,14,5,0.727602827601677,-0.140237899,0.400983333,1.714285714,5,57,14,"Salvelinus namaycush","Baillie-2016-Loss of genetic diversity and red.pdf",0.064088609,-0.039372341,12,"Microsatellite",33,"Animalia","Salmoniformes","Salmonidae",-0.285714286,2.5
"29",0.725,0.726,-0.137741046831956,-9.30886060409574,9.03337851043183,4.67914263125703,4.67565310365437,0.0339705755029261,-0.00137835997012127,0.0468210228034907,54.4426229508197,-0.00515869220037883,0.19166646023963,-0.380824954270054,0.370507569869296,26.5335404255608,19263.3503489571,0.958882957142207,-0.958882957142207,0,-0.137741046831956,41,81,7,0.958968678787405,-0.014730514,0.285722035,5.192307692,7,41,81,"Tympanuchus cupido","Bateson-2014-Genetic restoration of a threaten.pdf",0.066390773,-0.034257107,13.5,"Microsatellite",42,"Animalia","Galliformes","Phasianidae",3.192307692,3.75
"30",0.23617,0.24043,-1.7718254793495,-66.1630446436618,62.6193936849628,32.8526628389348,32.5571855696644,0.078987657263651,-0.017877102199428,0.33144447332491,48,-0.0109208493795332,0.204125666779774,-0.41100715626789,0.389165457508824,160.94452129417,9083.54254806506,0.924752094186765,-0.924752094186765,0,-1.7718254793495,48,48,7,0.924953134331862,-0.026988029,0.285740298,7.333333333,7,48,48,"Bembicium vittatum","Binks et al. - 2007 - Rapid evolutionary responses in a translocated pop.pdf",0.05764255,-0.031108234,11,"Allozyme",51,"Animalia","Littorinimorpha","Littorinidae",5.333333333,-1
"31",0.83,0.71,16.9014084507042,13.2849725849166,20.5178443164918,1.84512033968755,2.09169323946585,0.0131003544117816,0.156160730755283,0.0178927975906115,22.4,2.58126859927803,0.404126793460406,1.78918008409564,3.37335711446043,6.43284178857515,38.060980582403,0.236141670150137,0.236141670150137,0,16.9014084507042,24,21,2,0.242648402129646,1.532451567,1.293550976,13.69863014,2,24,21,"Salmo salar","Ciborowski et al. - 2017 - Temporal and spatial instability in neutral and ad.pdf",0.016203599,-0.021746596,50,"Microsatellite",74,"Animalia","Salmoniformes","Salmonidae",11.69863014,-23.5
"32",0.94,0.585,60.6837606837607,41.4039083146446,79.9636130528768,9.83665937199802,15.4381884404535,0.0575444573261884,0.474268028032193,0.0960780876347369,23.6734693877551,2.04916510647875,0.356833980410911,1.34977050487337,2.74855970808414,29.1388059592288,48.0174689750672,0.340498139012755,0.340498139012755,0,60.6837606837607,20,29,2,0.345374808570311,1.096410896,1.150264607,13.69863014,2,20,29,"Salmo salar","Ciborowski et al. - 2017 - Temporal and spatial instability in neutral and ad.pdf",0.016203599,-0.021746596,50,"Microsatellite",75,"Animalia","Salmoniformes","Salmonidae",11.69863014,-23.5
"33",0.735,0.55,33.6363636363636,28.6013200408365,38.6714072318908,2.56889979363631,2.8975094499661,0.0141289488649997,0.28995222098632,0.0216820435031477,28.280701754386,3.31837900127123,0.40903903146161,2.51666249960647,4.12009550293599,9.99752937173443,29.7223846186699,0.185780991456437,0.185780991456437,0,33.6363636363636,26,31,2,0.191255587484832,1.955875202,1.478180976,13.69863014,2,26,31,"Salmo salar","Ciborowski et al. - 2017 - Temporal and spatial instability in neutral and ad.pdf",0.016203599,-0.021746596,50,"Microsatellite",76,"Animalia","Salmoniformes","Salmonidae",11.69863014,-23.5
"34",0.7,0.62,12.9032258064516,-6.6145191279844,32.4209707408876,9.95803312981429,10.6267116185129,0.0617398054048486,0.121360857004267,0.0941223029068287,22.4,0.37839257296232,0.301457482260717,-0.212464092268685,0.969249238193325,33.5018558230122,259.639382628345,0.016886820432001,0.016886820432001,0,12.9032258064516,24,21,13,0.0213446020983752,0.373989811,0.15653593,13.69863014,13,24,21,"Salmo salar","Ciborowski et al. - 2017 - Temporal and spatial instability in neutral and ad.pdf",0.016203599,-0.021746596,50,"Microsatellite",81,"Animalia","Salmoniformes","Salmonidae",11.69863014,-23.5
"35",0.66,0.65,1.53846153846154,-18.2272678272796,21.3041909042027,10.0845557988475,10.170648085211,0.065549612692509,0.0152674721307884,0.100165473566472,23.6734693877551,0.0429874777540048,0.290691614912296,-0.526768087474096,0.612743042982105,35.2144488674664,2288.93917638531,0.781764315214795,0.781764315214795,0,1.53846153846154,20,29,13,0.78297906428939,0.042628229,0.153881099,13.69863014,13,20,29,"Salmo salar","Ciborowski et al. - 2017 - Temporal and spatial instability in neutral and ad.pdf",0.016203599,-0.021746596,50,"Microsatellite",82,"Animalia","Salmoniformes","Salmonidae",11.69863014,-23.5
"36",0.68,0.57,19.2982456140351,-4.0916658622413,42.6881570903115,11.9336283042227,13.4688204843688,0.0680216813340691,0.176456437341557,0.112900407001327,28.280701754386,0.432261093397116,0.268995604091111,-0.0949702906214621,0.959492477415694,44.0333085161319,228.172598674502,0.0075168150862559,0.0075168150862559,0,19.2982456140351,26,31,13,0.00987401824132017,0.420317821,0.157243598,13.69863014,13,26,31,"Salmo salar","Ciborowski et al. - 2017 - Temporal and spatial instability in neutral and ad.pdf",0.016203599,-0.021746596,50,"Microsatellite",83,"Animalia","Salmoniformes","Salmonidae",11.69863014,-23.5
"37",0.67,0.57,17.5438596491228,-3.93996491984351,39.0276842180892,10.9611349841665,12.1026913326264,0.062478469409749,0.161641351556416,0.102963194919359,28.8620689655172,0.418007653225381,0.266085321070113,-0.10351957607204,0.939534882522802,41.4055663011975,236.011727916825,0.00918830175915009,0.00918830175915009,0,17.5438596491228,27,31,13,0.0117461526220151,0.409150399,0.157065462,13.69863014,13,27,31,"Salmo salar","Ciborowski et al. - 2017 - Temporal and spatial instability in neutral and ad.pdf",0.016203599,-0.021746596,50,"Microsatellite",84,"Animalia","Salmoniformes","Salmonidae",11.69863014,-23.5
"38",0.933,0.941,-0.850159404888406,-1.99414185568816,0.29382304591135,0.583664515714161,0.579476962902574,0.00549228309287025,-0.00853793873803571,0.00584445682841717,31.6106194690265,-0.375416218445629,0.25277162292359,-0.870848599375865,0.120016162484608,2.24924251066796,264.567150317323,0.310024415820071,-0.310024415820071,0,-0.850159404888406,19,94,6,0.312232107541734,-0.343377641,0.338246175,0.25,6,19,94,"Paracentrotus lividus","Couvray et al. - 2015 - Experimental Release of Juvenile Sea Urchins ( i.pdf",0.079743324,-0.041525911,1,"Microsatellite",97,"Animalia","Camarodonta","Parechinidae",-1.75,11
"39",0.932,0.941,-0.956429330499458,-1.60289204054739,-0.309966620451523,0.329827913289763,0.327417979927893,0.00310368066405667,-0.00961032489978829,0.00330579741536639,68.358024691358,-0.528299065433879,0.173548668216465,-0.868454455138151,-0.188143675729607,1.80189425694083,188.398055086815,0.167472545792797,-0.167472545792797,0,-0.956429330499458,49,113,6,0.169398016500168,-0.472990937,0.342655018,0.25,6,49,113,"Paracentrotus lividus","Couvray et al. - 2015 - Experimental Release of Juvenile Sea Urchins ( i.pdf",0.079743324,-0.041525911,1,"Microsatellite",98,"Animalia","Camarodonta","Parechinidae",-1.75,11
"40",0.926,0.919,0.761697497279652,-0.784425845328414,2.30782083988772,0.788838440106156,0.794674712281233,0.00724942526457558,0.00758811229049238,0.00788667452037206,36.9230769230769,0.36125898652549,0.234081415837402,-0.097540588515818,0.820058561566798,2.09291131186678,274.769356515081,0.458407245533139,0.458407245533139,0,0.761697497279652,24,80,6,0.460111026592885,0.249074004,0.335918244,0.25,6,24,80,"Paracentrotus lividus","Couvray et al. - 2015 - Experimental Release of Juvenile Sea Urchins ( i.pdf",0.079743324,-0.041525911,1,"Microsatellite",99,"Animalia","Camarodonta","Parechinidae",-1.75,11
"41",0.939,0.928,1.1853448275862,-0.239414246049277,2.61010390122167,0.726917894711976,0.735035627416011,0.00674579806292714,0.0117837464220621,0.00726424986413267,32.7157894736842,0.585400422295854,0.250870906932868,0.093693444707432,1.07710739988428,2.00847109807202,169.441925364623,0.203602946802066,0.203602946802066,0,1.1853448275862,21,74,6,0.206773449989337,0.433750811,0.34117249,0.25,6,21,74,"Paracentrotus lividus","Couvray et al. - 2015 - Experimental Release of Juvenile Sea Urchins ( i.pdf",0.079743324,-0.041525911,1,"Microsatellite",100,"Animalia","Camarodonta","Parechinidae",-1.75,11
"42",0.756,0.741,2.02429149797571,-89.3242573009754,93.3728402969268,46.6064024484444,47.1517005658637,0.345353442142973,0.0200407508834462,0.462161509514617,15,0.0154311259164905,0.36515380594226,-0.700270333730339,0.73113258556332,127.636889725885,6305.26235245872,0.907866529200669,0.907866529200669,0,2.02429149797571,15,15,15,0.908692551055607,0.015431126,0.133337302,2.104097453,15,15,15,"Xyrauchen texanus","Dowling et al. - 2012 - Genetic Variability in a Recruiting Population of .pdf",0.061326012,-0.038799033,19,"Microsatellite",109,"Animalia","Cypriniformes","Catostomidae",0.104097453,1
"43",0.754,0.7578,-0.501451570335184,-5.27425747025316,4.27135432958279,2.43510505097856,2.42811615062126,0.0184532260763155,-0.00502713057654442,0.0244035334077028,392.86741016109,-0.0146390467812196,0.0713506049060814,-0.154486232397139,0.1252081388347,34.2224628271863,6824.67956064252,0.914734694411882,-0.914734694411882,0,-0.501451570335184,338,469,15,0.914761371505765,-0.014276154,0.13333673,1.550387597,15,338,469,"Xyrauchen texanus","Dowling et al. - 2014 - Time- series analysis reveals genetic responses to.pdf",0.06593034,-0.039613391,14,"Microsatellite",112,"Animalia","Cypriniformes","Catostomidae",-0.449612403,3.5
"44",0.8455,0.83386,1.39591777996306,-3.12004578853542,5.91188134846154,2.30406304515229,2.32766434480066,0.0192126601083068,0.0138626457783471,0.0229561938563628,71.5866666666667,0.10699049009923,0.16726123304965,-0.220841526678084,0.434822506876545,12.9808911205035,929.918030046652,0.479246167754654,0.479246167754654,0,1.39591777996306,59,91,14,0.48035879804387,0.101203047,0.143040037,3.80952381,14,59,91,"Oncorhynchus tshawytscha","Eldridge and Killebrew - 2008 - Genetic diversity over multiple generations of sup.pdf",0.045671298,-0.03629081,16,"Microsatellite",115,"Animalia","Salmoniformes","Salmonidae",1.80952381,-7.5
"45",0.837,0.84114,-0.492189171838223,-4.99758928948594,4.0132109458095,2.2986735294121,2.29395193255209,0.019335062525297,-0.00493404411902418,0.0230529836146579,44.8,-0.0451532417771033,0.211315365968041,-0.459331359074463,0.369024875520257,10.8072512088651,2195.75151734896,0.757781327297767,-0.757781327297767,0,-0.492189171838223,48,42,14,0.758510176075526,-0.044067209,0.14289182,1.19047619,14,48,42,"Oncorhynchus tshawytscha","Eldridge and Killebrew - 2008 - Genetic diversity over multiple generations of sup.pdf",0.055800819,-0.040142724,5,"Microsatellite",117,"Animalia","Salmoniformes","Salmonidae",-0.80952381,-2
